ID,ESG_DISC_SCORE,YEAR
BBGI US Equity,11.15699959,2010
BBGI US Equity,11.98349953,2012
BBGI US Equity,15.28929996,2014
BBGI US Equity,16.52890015,2015
BBGI US Equity,16.11569977,2017
ULBI US Equity,14.8760004,2010
ULBI US Equity,17.35540009,2012
ULBI US Equity,18.59499931,2016
EPM US Equity,11.20330048,2010
EPM US Equity,15.35270023,2011
EPM US Equity,16.59749985,2015
EPM US Equity,18.25729942,2018
OMEX US Equity,11.98349953,2010
OMEX US Equity,11.15699959,2011
OMEX US Equity,12.80990028,2015
OMEX US Equity,14.04959965,2017
FRO US Equity,7.024799824,2010
FRO US Equity,9.504099846,2011
FRO US Equity,10.74380016,2012
TTI US Equity,13.27799988,2010
TTI US Equity,14.93780041,2015
TTI US Equity,17.42740059,2018
TTI US Equity,19.91699982,2019
SWN US Equity,17.42740059,2010
SWN US Equity,18.25729942,2012
SWN US Equity,19.50209999,2013
SWN US Equity,32.78010178,2014
SWN US Equity,33.61000061,2015
SWN US Equity,37.3443985,2016
SWN US Equity,38.58919907,2017
SWN US Equity,36.92950058,2018
SWN US Equity,39.0041008,2019
TTNP US Equity,7.851200104,2010
TTNP US Equity,11.15699959,2011
TTNP US Equity,11.98349953,2012
TTNP US Equity,12.80990028,2015
TTNP US Equity,14.04959965,2019
SBSAA US Equity,14.04959965,2010
SBSAA US Equity,14.8760004,2018
SMSI US Equity,11.15699959,2010
SMSI US Equity,14.04959965,2014
VHC US Equity,11.15699959,2010
VHC US Equity,9.91740036,2011
VHC US Equity,13.63640022,2016
VHC US Equity,14.8760004,2019
MHTX US Equity,3.719000101,2010
MHTX US Equity,7.851200104,2011
MHTX US Equity,9.91740036,2017
CBKCQ US Equity,12.91870022,2011
CBKCQ US Equity,13.87559986,2013
CBKCQ US Equity,20.09569931,2017
ONCT US Equity,14.04959965,2010
ONCT US Equity,15.28929996,2016
ONCT US Equity,11.98349953,2018
MRKR US Equity,12.80990028,2016
MRKR US Equity,14.04959965,2018
MRKR US Equity,15.28929996,2019
LODE US Equity,10.33059978,2010
LODE US Equity,9.090900421,2011
LODE US Equity,7.851200104,2013
LODE US Equity,18.18180084,2016
BSPK US Equity,8.677700043,2012
BSPK US Equity,9.504099846,2017
BSPK US Equity,10.33059978,2018
CAMP US Equity,13.22309971,2010
CAMP US Equity,11.15699959,2012
CAMP US Equity,14.8760004,2017
CAMP US Equity,17.35540009,2018
CGEN US Equity,6.611599922,2010
CGEN US Equity,7.851200104,2013
CGEN US Equity,9.504099846,2017
WYY US Equity,14.04959965,2010
WYY US Equity,15.28929996,2016
NMGX US Equity,4.95870018,2010
NMGX US Equity,7.438000202,2011
NMGX US Equity,9.91740036,2013
NMGX US Equity,7.851200104,2014
NMGX US Equity,10.74380016,2017
NMGX US Equity,11.98349953,2019
FNHC US Equity,10.96490002,2010
FNHC US Equity,11.84210014,2011
FNHC US Equity,16.22809982,2014
FNHC US Equity,19.29820061,2016
FNHC US Equity,20.61400032,2020
MG US Equity,11.15699959,2010
MG US Equity,14.04959965,2016
MG US Equity,14.8760004,2017
MG US Equity,17.35540009,2018
TTSH US Equity,13.22309971,2012
TTSH US Equity,17.35540009,2014
TTSH US Equity,18.18180084,2016
ORN US Equity,11.15699959,2010
ORN US Equity,11.98349953,2012
ORN US Equity,13.22309971,2013
ORN US Equity,14.04959965,2014
ORN US Equity,14.8760004,2016
ORN US Equity,16.11569977,2017
ORN US Equity,17.35540009,2019
CRDF US Equity,11.15699959,2011
CRDF US Equity,14.04959965,2017
CRDF US Equity,13.22309971,2018
CRDF US Equity,16.52890015,2020
IRIX US Equity,11.15699959,2010
IRIX US Equity,19.00830078,2017
AXAS US Equity,14.52280045,2010
AXAS US Equity,17.84230042,2012
AXAS US Equity,17.42740059,2015
MEIP US Equity,8.677700043,2010
MEIP US Equity,11.15699959,2011
MEIP US Equity,14.04959965,2017
MEIP US Equity,15.28929996,2018
MEIP US Equity,16.52890015,2020
SCWO US Equity,7.438000202,2010
SCWO US Equity,8.677700043,2011
QMCO US Equity,11.98349953,2010
QMCO US Equity,7.438000202,2016
QMCO US Equity,12.80990028,2017
QMCO US Equity,17.35540009,2019
HLX US Equity,11.20330048,2010
HLX US Equity,17.84230042,2015
HLX US Equity,21.57679939,2017
HLX US Equity,27.3859005,2018
GVP US Equity,12.80990028,2010
ELTP US Equity,8.264499664,2010
ELTP US Equity,14.04959965,2011
ELTP US Equity,9.090900421,2018
ELTP US Equity,14.8760004,2019
ELTP US Equity,11.57019997,2020
CVGI US Equity,14.04959965,2010
CVGI US Equity,12.80990028,2011
CVGI US Equity,15.28929996,2016
CVGI US Equity,16.52890015,2019
CVGI US Equity,17.76860046,2020
ENDP US Equity,14.8760004,2010
ENDP US Equity,16.94210052,2015
ENDP US Equity,20.66119957,2017
ENDP US Equity,25.61980057,2018
ENDP US Equity,33.05789948,2019
ENDP US Equity,36.77690125,2020
IDEX US Equity,7.438000202,2011
IDEX US Equity,6.611599922,2013
IDEX US Equity,11.15699959,2015
IDEX US Equity,10.74380016,2017
IDEX US Equity,14.04959965,2018
IDEX US Equity,12.80990028,2019
INIS US Equity,12.80990028,2010
LQMT US Equity,10.33059978,2010
LQMT US Equity,11.15699959,2011
LQMT US Equity,7.851200104,2016
LQMT US Equity,14.04959965,2017
LQMT US Equity,10.74380016,2018
LUB US Equity,12.91870022,2010
LUB US Equity,16.26790047,2011
LUB US Equity,17.22489929,2016
LUB US Equity,27.48209953,2020
PBI US Equity,27.27269936,2010
PBI US Equity,29.75209999,2011
PBI US Equity,28.51239967,2012
PBI US Equity,26.03310013,2013
PBI US Equity,30.99169922,2015
PBI US Equity,28.92560005,2016
PBI US Equity,33.88430023,2017
PBI US Equity,35.53720093,2018
PBI US Equity,36.77690125,2019
RDI US Equity,11.15699959,2010
RDI US Equity,7.851200104,2016
RDI US Equity,14.04959965,2017
KOPN US Equity,11.15699959,2010
KOPN US Equity,16.52890015,2016
HHS US Equity,15.28929996,2010
HHS US Equity,18.59499931,2016
HHS US Equity,19.83469963,2020
III US Equity,11.15699959,2010
III US Equity,11.98349953,2014
III US Equity,16.11569977,2017
FACO US Equity,14.91230011,2010
FACO US Equity,17.54389954,2017
FACO US Equity,12.71930027,2018
CODA US Equity,15.28929996,2017
FALC US Equity,13.22309971,2010
FALC US Equity,15.28929996,2017
CDZI US Equity,8.677700043,2010
CDZI US Equity,11.15699959,2011
CDZI US Equity,11.98349953,2012
CDZI US Equity,12.80990028,2016
CDZI US Equity,14.04959965,2018
PXLW US Equity,11.15699959,2010
PXLW US Equity,15.28929996,2015
PXLW US Equity,16.11569977,2016
ISCO US Equity,11.15699959,2010
ISCO US Equity,12.80990028,2017
ISCO US Equity,14.04959965,2020
CLBS US Equity,9.090900421,2011
CLBS US Equity,11.15699959,2012
CLBS US Equity,14.04959965,2017
VXRT US Equity,9.91740036,2010
VXRT US Equity,6.611599922,2011
VXRT US Equity,11.15699959,2013
VXRT US Equity,14.04959965,2016
VXRT US Equity,10.74380016,2017
CLVS US Equity,11.15699959,2011
CLVS US Equity,11.57019997,2015
CLVS US Equity,15.28929996,2016
RIGL US Equity,11.15699959,2010
RIGL US Equity,14.04959965,2015
REI US Equity,16.59749985,2013
REI US Equity,17.42740059,2016
REI US Equity,24.48130035,2019
INO US Equity,11.15699959,2010
INO US Equity,14.04959965,2017
INO US Equity,15.28929996,2019
MIC US Equity,11.15699959,2010
MIC US Equity,11.98349953,2011
MIC US Equity,10.74380016,2013
MIC US Equity,20.24790001,2015
MIC US Equity,21.9008007,2016
MIC US Equity,27.68600082,2017
MIC US Equity,34.29750061,2018
MIC US Equity,38.8429985,2019
ADXS US Equity,11.15699959,2010
ADXS US Equity,14.46280003,2017
ADXS US Equity,15.28929996,2018
SALM US Equity,11.15699959,2010
SALM US Equity,9.91740036,2015
SALM US Equity,13.22309971,2016
SALM US Equity,14.04959965,2017
RGSEQ US Equity,12.86310005,2010
RGSEQ US Equity,12.03320026,2012
NLS US Equity,11.15699959,2010
NLS US Equity,14.8760004,2017
NLS US Equity,17.35540009,2019
GTHP US Equity,11.15699959,2010
GTHP US Equity,14.04959965,2016
GTHP US Equity,13.22309971,2017
GTHP US Equity,10.74380016,2018
STCN US Equity,34.29750061,2010
STCN US Equity,44.62810135,2011
STCN US Equity,35.53720093,2012
STCN US Equity,38.8429985,2013
STCN US Equity,38.01649857,2015
STCN US Equity,35.95040131,2016
STCN US Equity,41.73550034,2017
STCN US Equity,37.60329819,2018
STCN US Equity,43.80170059,2019
OESX US Equity,11.15699959,2010
OESX US Equity,14.04959965,2017
OESX US Equity,15.28929996,2020
ESMC US Equity,14.04959965,2010
ESMC US Equity,12.80990028,2015
ESMC US Equity,10.74380016,2017
NBSE US Equity,6.611599922,2010
NBSE US Equity,8.264499664,2012
NBSE US Equity,12.80990028,2013
NBSE US Equity,7.851200104,2018
BBI US Equity,14.04959965,2010
BBI US Equity,12.80990028,2019
MCHX US Equity,11.15699959,2010
MCHX US Equity,13.22309971,2017
MCHX US Equity,10.74380016,2020
CLNE US Equity,11.15699959,2010
CLNE US Equity,32.64459991,2017
CLNE US Equity,23.96689987,2018
CLNE US Equity,16.11569977,2019
CLNE US Equity,35.53720093,2020
DS US Equity,9.91740036,2010
DS US Equity,14.8760004,2017
DS US Equity,11.57019997,2019
TURV US Equity,7.547200203,2010
TURV US Equity,10.56599998,2015
TURV US Equity,11.69810009,2016
GNSS US Equity,11.15699959,2010
GNSS US Equity,14.04959965,2017
GNSS US Equity,33.00469971,2020
LMNL US Equity,11.15699959,2012
LMNL US Equity,10.74380016,2015
LMNL US Equity,16.52890015,2017
LMNL US Equity,15.28929996,2018
LMNL US Equity,13.22309971,2020
ACCO US Equity,11.15699959,2010
ACCO US Equity,11.98349953,2013
ACCO US Equity,19.83469963,2015
ACCO US Equity,26.85950089,2016
ACCO US Equity,28.92560005,2017
ACCO US Equity,29.75209999,2018
ACCO US Equity,35.53720093,2019
CAWW US Equity,11.15699959,2010
CAWW US Equity,15.28929996,2016
CAWW US Equity,11.98349953,2018
PPSI US Equity,9.504099846,2011
PPSI US Equity,12.80990028,2013
PPSI US Equity,11.98349953,2015
RCMT US Equity,11.15699959,2010
RCMT US Equity,6.611599922,2013
RCMT US Equity,14.8760004,2017
RCMT US Equity,16.11569977,2019
KFFB US Equity,14.03509998,2010
KFFB US Equity,13.15789986,2011
KFFB US Equity,14.91230011,2012
KFFB US Equity,15.78950024,2018
KFFB US Equity,16.66670036,2020
ARC US Equity,9.91740036,2010
ARC US Equity,11.15699959,2011
ARC US Equity,13.63640022,2017
ARC US Equity,16.11569977,2019
GTTNQ US Equity,11.15699959,2010
GTTNQ US Equity,12.80990028,2015
GTTNQ US Equity,15.28929996,2018
ALR US Equity,14.04959965,2010
ALR US Equity,12.80990028,2013
ALR US Equity,15.28929996,2014
NEGG US Equity,11.15699959,2010
NEGG US Equity,15.28929996,2011
NEGG US Equity,13.22309971,2013
LINC US Equity,11.15699959,2010
LINC US Equity,14.04959965,2017
HMTV US Equity,7.851200104,2011
HMTV US Equity,11.15699959,2013
HMTV US Equity,12.80990028,2017
HMTV US Equity,11.57019997,2019
HGSH US Equity,12.80990028,2010
HGSH US Equity,14.04959965,2018
CLSN US Equity,11.15699959,2010
CLSN US Equity,13.22309971,2013
CLSN US Equity,14.04959965,2015
CLSN US Equity,16.52890015,2016
BPTH US Equity,10.33059978,2011
BPTH US Equity,9.91740036,2014
BPTH US Equity,11.15699959,2015
BPTH US Equity,14.04959965,2016
CHCI US Equity,11.15699959,2010
CHCI US Equity,16.52890015,2017
CHCI US Equity,17.35540009,2018
LIXT US Equity,7.851200104,2011
GTE US Equity,11.20330048,2010
GTE US Equity,28.21579933,2013
GTE US Equity,37.3443985,2014
GTE US Equity,41.49380112,2015
GTE US Equity,43.56850052,2016
GTE US Equity,42.32369995,2017
GTE US Equity,48.13280106,2018
GTE US Equity,46.88800049,2019
OCUP US Equity,13.16870022,2010
OCUP US Equity,11.1111002,2011
OCUP US Equity,13.99180031,2015
OCUP US Equity,10.69960022,2019
PSIX US Equity,11.98349953,2011
PSIX US Equity,10.74380016,2017
PSIX US Equity,13.22309971,2018
PSIX US Equity,17.35540009,2019
IVR US Equity,12.71930027,2010
IVR US Equity,16.22809982,2017
SNCR US Equity,13.22309971,2010
SNCR US Equity,14.04959965,2011
SNCR US Equity,16.52890015,2012
SNCR US Equity,18.59499931,2016
RLGT US Equity,11.15699959,2012
RLGT US Equity,14.04959965,2014
RLGT US Equity,16.52890015,2018
PCTI US Equity,11.15699959,2010
PCTI US Equity,9.91740036,2015
PCTI US Equity,16.11569977,2017
CORR US Equity,11.15699959,2015
CORR US Equity,14.8760004,2016
CORR US Equity,16.52890015,2017
FTFT US Equity,14.8760004,2011
FTFT US Equity,17.35540009,2015
ZNOG US Equity,14.10789967,2010
ATNM US Equity,10.33059978,2012
ATNM US Equity,15.28929996,2016
DALN US Equity,11.15699959,2010
DALN US Equity,11.98349953,2011
ITP US Equity,14.04959965,2010
ITP US Equity,11.98349953,2011
ITP US Equity,12.80990028,2013
ITP US Equity,13.22309971,2016
ITP US Equity,14.8760004,2018
CPIX US Equity,11.15699959,2010
CPIX US Equity,14.04959965,2017
CPIX US Equity,15.28929996,2019
TENX US Equity,11.15699959,2011
TENX US Equity,13.22309971,2014
TENX US Equity,15.28929996,2017
CHGI US Equity,9.504099846,2010
CHGI US Equity,7.438000202,2012
CHGI US Equity,8.264499664,2015
GERN US Equity,11.15699959,2010
GERN US Equity,15.28929996,2016
GERN US Equity,16.11569977,2019
BWEN US Equity,14.04959965,2010
BWEN US Equity,15.28929996,2013
BWEN US Equity,16.11569977,2015
BWEN US Equity,16.94210052,2017
BWEN US Equity,18.59499931,2020
FCCN US Equity,6.611599922,2010
FCCN US Equity,8.677700043,2017
KBLB US Equity,7.851200104,2013
KBLB US Equity,9.090900421,2014
FF US Equity,11.15699959,2010
FF US Equity,15.28929996,2017
FF US Equity,16.52890015,2019
ACHV US Equity,11.15699959,2010
ACHV US Equity,14.04959965,2016
ACHV US Equity,16.11569977,2017
CBPI US Equity,9.91740036,2010
CBPI US Equity,10.74380016,2011
MVIS US Equity,11.15699959,2010
MVIS US Equity,16.52890015,2017
FCRD US Equity,13.5965004,2010
VATE US Equity,11.15699959,2010
VATE US Equity,15.28929996,2017
VATE US Equity,14.04959965,2019
PAYS US Equity,12.80990028,2015
PAYS US Equity,17.35540009,2017
PAYS US Equity,18.18180084,2018
TEUM US Equity,11.98349953,2010
TEUM US Equity,11.15699959,2011
TEUM US Equity,9.91740036,2014
TEUM US Equity,16.11569977,2017
TEUM US Equity,15.28929996,2018
ARAY US Equity,11.15699959,2012
ARAY US Equity,14.04959965,2017
ARAY US Equity,16.52890015,2018
ARAY US Equity,17.35540009,2020
LCTX US Equity,11.15699959,2010
LCTX US Equity,15.28929996,2017
MTEM US Equity,13.22309971,2010
MTEM US Equity,14.04959965,2011
MTEM US Equity,12.80990028,2012
MTEM US Equity,10.74380016,2016
MTEM US Equity,15.28929996,2018
ENZN US Equity,11.15699959,2010
ENZN US Equity,14.04959965,2016
RCAR US Equity,9.504099846,2010
RCAR US Equity,11.98349953,2011
RCAR US Equity,11.15699959,2013
RCAR US Equity,12.80990028,2016
RCAR US Equity,10.33059978,2018
DHC US Equity,13.63640022,2010
DHC US Equity,14.8760004,2013
DHC US Equity,16.94210052,2015
DHC US Equity,15.70250034,2016
SEED US Equity,9.504099846,2010
SEED US Equity,10.74380016,2013
CYDY US Equity,11.98349953,2012
CYDY US Equity,12.80990028,2017
WLMS US Equity,11.15699959,2010
ACOR US Equity,9.91740036,2010
ACOR US Equity,11.15699959,2014
ACOR US Equity,16.11569977,2015
ADMP US Equity,11.15699959,2011
ADMP US Equity,10.33059978,2014
ADMP US Equity,14.04959965,2017
BGCP US Equity,11.84210014,2010
BGCP US Equity,14.47369957,2015
BGCP US Equity,17.1053009,2019
BGCP US Equity,15.78950024,2020
CRXM US Equity,16.52890015,2010
CRXM US Equity,15.28929996,2015
SIF US Equity,11.15699959,2011
SIF US Equity,12.80990028,2017
CYTR US Equity,11.15699959,2010
CYTR US Equity,32.43130112,2017
CYTR US Equity,31.30470085,2018
CYTR US Equity,29.2928009,2019
MHLD US Equity,14.91230011,2010
MHLD US Equity,17.54389954,2012
MHLD US Equity,18.85960007,2016
TAL US Equity,13.87559986,2015
TISI US Equity,13.63640022,2010
TISI US Equity,16.11569977,2011
TISI US Equity,17.35540009,2016
TISI US Equity,18.18180084,2017
TISI US Equity,19.00830078,2018
TISI US Equity,20.24790001,2020
ABMT US Equity,9.91740036,2012
TAOP US Equity,10.33059978,2010
TAOP US Equity,12.80990028,2011
TAOP US Equity,8.264499664,2012
TAOP US Equity,9.504099846,2017
LFVN US Equity,12.80990028,2011
LFVN US Equity,14.04959965,2015
LFVN US Equity,15.28929996,2017
SLS US Equity,8.677700043,2010
SLS US Equity,11.15699959,2011
SLS US Equity,10.33059978,2014
SLS US Equity,12.80990028,2017
IMBI US Equity,14.04959965,2010
GSIT US Equity,11.15699959,2010
GSIT US Equity,14.04959965,2017
GSIT US Equity,14.8760004,2018
MNKD US Equity,11.15699959,2010
MNKD US Equity,14.04959965,2016
MNKD US Equity,15.28929996,2018
APDN US Equity,7.851200104,2010
APDN US Equity,10.33059978,2011
APDN US Equity,11.15699959,2014
APDN US Equity,12.80990028,2015
CXDC US Equity,11.57019997,2010
CXDC US Equity,12.80990028,2011
CXDC US Equity,14.04959965,2014
CXDC US Equity,16.52890015,2015
XSPA US Equity,11.15699959,2010
XSPA US Equity,6.611599922,2011
WETF US Equity,7.851200104,2011
WETF US Equity,10.33059978,2013
WETF US Equity,14.04959965,2015
WETF US Equity,12.80990028,2017
WETF US Equity,18.59499931,2020
GORO US Equity,11.15699959,2010
GORO US Equity,11.98349953,2012
GORO US Equity,12.80990028,2017
GORO US Equity,16.11569977,2018
RBSH US Equity,10.33059978,2010
RBSH US Equity,5.785099983,2011
RBSH US Equity,7.851200104,2012
PRTK US Equity,11.15699959,2010
PRTK US Equity,13.22309971,2012
PRTK US Equity,14.04959965,2014
PRTK US Equity,15.28929996,2015
PRTK US Equity,17.35540009,2020
YGYI US Equity,16.11569977,2018
FFHL US Equity,11.15699959,2010
VOLT US Equity,8.677700043,2010
VOLT US Equity,0.826399982,2011
VOLT US Equity,9.504099846,2013
VOLT US Equity,12.80990028,2014
VOLT US Equity,11.57019997,2016
VOLT US Equity,14.8760004,2017
VOLT US Equity,16.11569977,2020
SB US Equity,10.33059978,2011
SB US Equity,12.80990028,2017
CLUBQ US Equity,12.91870022,2010
CLUBQ US Equity,19.13879967,2017
EXPR US Equity,12.91870022,2011
EXPR US Equity,17.22489929,2015
EXPR US Equity,18.6602993,2016
EXPR US Equity,21.53109932,2020
NVIV US Equity,10.33059978,2010
NVIV US Equity,11.15699959,2011
NVIV US Equity,15.28929996,2016
NCMI US Equity,11.15699959,2010
NCMI US Equity,15.70250034,2017
NCMI US Equity,18.18180084,2018
VTGDF US Equity,11.98349953,2010
VTGDF US Equity,9.504099846,2014
IPIX US Equity,7.851200104,2012
IPIX US Equity,10.33059978,2017
CCLP US Equity,9.91740036,2011
VFF US Equity,16.94210052,2015
VFF US Equity,17.76860046,2019
QRTEA US Equity,11.57019997,2010
QRTEA US Equity,15.70250034,2017
QRTEA US Equity,25.20660019,2019
QRTEA US Equity,35.53720093,2020
VSTM US Equity,6.611599922,2011
VSTM US Equity,11.15699959,2012
VSTM US Equity,14.04959965,2016
VSTM US Equity,15.28929996,2018
MACK US Equity,9.504099846,2011
MACK US Equity,14.04959965,2012
MACK US Equity,16.52890015,2017
MACK US Equity,15.28929996,2019
PBYI US Equity,9.91740036,2011
PBYI US Equity,11.15699959,2012
PBYI US Equity,15.28929996,2017
MRC US Equity,7.851200104,2011
MRC US Equity,11.15699959,2012
MRC US Equity,11.98349953,2013
MRC US Equity,18.18180084,2015
MRC US Equity,19.42149925,2016
MRC US Equity,34.29750061,2017
